subj_idx,RC,rt,MC,LT,JP,AD,Volume,response
11,R,0.729150016524727,2,Y,R,34,67,1
11,R,0.652758465283114,5,W,L,80,10,0
11,R,0.553021662712126,4,W,L,34,33,0
11,R,0.871563861430332,2,W,L,34,67,1
11,R,1.0198729080912,4,Y,R,34,33,0
11,R,0.662860018628635,1,Y,R,80,90,1
11,R,0.710459994590565,2,Y,R,34,67,1
11,R,0.642232971786143,1,Y,R,80,90,1
11,R,0.592896974430914,2,W,L,34,67,1
11,R,0.860941621849634,5,Y,R,80,10,0
11,R,0.855975122436575,1,W,L,80,90,1
11,R,0.837967731273238,1,Y,R,80,90,1
11,R,0.853150857796209,5,Y,R,80,10,0
11,R,0.886541477631908,1,Y,R,80,90,1
11,R,0.788872096865816,2,W,L,34,67,1
11,R,0.696589249768294,2,Y,R,34,67,1
11,R,0.877598473694889,1,W,L,80,90,1
11,R,1.06988071988599,2,Y,R,34,67,1
11,R,0.777028813507059,4,Y,R,34,33,0
11,R,0.826234714419115,4,Y,R,34,33,0
11,R,0.639294234293629,2,Y,L,34,33,0
11,R,0.724381816542518,1,W,R,80,10,0
11,R,0.686493104587498,5,Y,R,80,10,0
12,R,0.755296998467713,5,W,R,80,90,1
12,R,0.662722410840388,1,Y,R,80,90,1
12,R,0.608080100952407,5,Y,L,80,90,1
12,R,0.803052008532916,2,Y,R,34,67,1
12,R,0.596093200733094,4,W,R,34,67,1
12,R,0.686146381035371,4,W,R,34,67,1
12,R,0.569594087071437,1,Y,R,80,90,1
12,R,0.81246161704172,2,W,L,34,67,1
12,R,0.540045668960147,1,W,L,80,90,1
12,R,0.625982633777085,2,W,L,34,67,1
12,R,0.736092299372103,4,W,R,34,67,1
12,R,0.59002764173897,5,W,R,80,90,1
12,R,0.580595198750189,4,W,R,34,67,1
12,R,0.726543280353326,2,Y,R,34,67,1
12,R,0.591483039389459,5,Y,L,80,90,1
12,R,0.59697082594721,2,Y,R,34,67,1
12,R,0.50523660727697,4,Y,L,34,67,1
12,R,0.986608478802964,2,W,L,34,67,1
12,R,0.413681459003101,5,Y,L,80,90,1
12,R,0.668940299852693,4,Y,L,34,67,1
12,R,0.522612144337927,1,W,L,80,90,1
12,R,0.60256617492405,5,Y,L,80,90,1
12,R,0.645867560015631,1,Y,R,80,90,1
12,R,0.603265330649265,2,Y,R,34,67,1
12,R,0.847362918006183,5,Y,L,80,90,1
12,R,0.569468497430989,2,Y,R,34,67,1
12,R,0.502766277078535,5,W,R,80,90,1
12,R,0.4920836463059,1,Y,R,80,90,1
12,R,1.20359402698068,1,Y,R,80,90,1
12,R,0.452557762220977,5,Y,L,80,90,1
12,R,0.520919087822676,2,W,L,34,67,1
12,R,0.669468497431126,2,W,L,34,67,1
12,R,0.556014181413957,1,Y,R,80,90,1
12,R,0.538677703332041,1,W,L,80,90,1
12,R,2.17938106540873,1,W,L,80,90,1
12,R,0.491399513265151,4,W,R,34,67,1
12,R,0.494937355406591,5,Y,L,80,90,1
12,R,0.586272571583095,4,Y,L,34,67,1
12,R,0.623628879608304,4,W,R,34,67,1
12,R,0.435988642850816,2,W,L,34,67,1
12,R,1.25802692065008,2,Y,R,34,67,1
12,R,0.57894090075979,4,W,R,34,67,1
12,R,0.739894240302874,5,Y,L,80,90,1
12,R,0.936525854039701,1,Y,R,80,90,1
12,R,0.524459333593768,1,W,L,80,90,1
13,R,0.970609019619587,4,Y,L,34,67,1
13,R,0.575590241263853,2,Y,R,34,67,1
13,R,0.593789021422708,1,Y,R,80,90,1
13,R,0.519494035994285,5,Y,L,80,90,1
13,R,0.569603100682798,5,W,R,80,90,1
13,R,0.78666015683666,1,W,L,80,90,1
13,R,0.688476399363935,2,W,L,34,67,1
13,R,0.970061893460297,2,W,L,34,67,1
13,R,0.619403899889221,4,W,R,34,67,1
13,R,0.602780097948198,5,W,R,80,90,1
13,R,0.736119340203004,2,W,L,34,67,1
13,R,0.769539104046999,4,W,R,34,67,1
13,R,0.827568728780534,2,W,L,34,67,1
13,R,0.643326022294787,4,W,R,34,67,1
13,R,2.12841811134786,5,Y,L,80,90,1
13,R,1.11029925187177,2,Y,R,34,67,1
13,R,1.00358260974099,1,Y,R,80,90,1
13,R,0.557207883904994,1,Y,R,80,90,1
